,IDcliente,CHURN,GENERO_CLIENTE,ADULTO_MAYOR,CON_PAREJA,CLIENTE_CON_DEPENDIENTE,ANTIGUEDAD_CLIENTE,SERVICIO_TELEFONO,MULTIPLES_LINEAS,S_INTERNET,SEGURIDAD_ONLINE,RESPALDO_ONLINE,PROTECCION_DISPOSITIVOS,SOPORTE_TECNICO,TV_STREAMING,PELICULAS_STREAMING,CONTRATO,BOLETA_ELECTRONICA,METODO_PAGO,CARGO_MENSUAL,CARGO_TOTAL,Cuentas_Diarias
3764,5172-RKOCB,No,Hombre,0,Si,No,72,Si,Si,Fiber optic,Si,Si,No,Si,Si,Si,Two year,Si,Credit card (automatic),108.95,7875.0,3.63
3765,5173-WXOQV,No,Hombre,0,Si,No,2,Si,No,DSL,No,Si,No,Si,No,Si,Month-to-month,Si,Mailed check,64.2,143.65,2.14
3766,5173-ZXXXL,No,Hombre,0,No,No,2,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,0.66
3767,5174-ITUMV,No,Hombre,0,Si,Si,67,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,One year,Si,Electronic check,105.4,6989.45,3.51
3768,5174-RNGBH,Si,Mujer,0,No,No,9,Si,No,DSL,No,Si,No,Si,Si,No,Month-to-month,No,Mailed check,66.25,620.55,2.21
3769,5175-AOBHI,Si,Mujer,0,No,No,4,Si,No,DSL,No,No,No,No,No,No,Month-to-month,Si,Mailed check,46.0,193.6,1.53
3770,5175-WLYXL,No,Hombre,0,No,No,22,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Mailed check,78.85,1600.25,2.63
3771,5176-LDKUH,No,Mujer,0,No,No,48,Si,No,Fiber optic,No,Si,No,No,No,No,One year,No,Electronic check,75.15,3772.65,2.51
3772,5176-LMJXE,No,Mujer,0,No,No,47,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,20.55,945.7,0.68
3773,5176-OLSKT,No,Mujer,0,Si,No,66,Si,Si,DSL,Si,Si,Si,No,No,No,Two year,No,Bank transfer (automatic),66.9,4370.25,2.23
3774,5177-RVZNU,No,Mujer,0,No,Si,37,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,0.68
3775,5178-LMXOP,Si,Hombre,1,Si,No,1,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,95.1,95.1,3.17
3776,5180-UCIIQ,Si,Hombre,1,Si,Si,22,No,No phone service,DSL,Si,No,No,No,No,Si,Month-to-month,No,Mailed check,40.05,880.2,1.34
3777,5181-OABFK,No,Mujer,0,Si,Si,56,Si,No,DSL,Si,Si,Si,No,No,No,Two year,Si,Credit card (automatic),61.3,3346.8,2.04
3778,5183-KLYEM,No,Mujer,0,No,No,72,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,Si,Credit card (automatic),112.75,8192.6,3.76
3779,5183-SNMJQ,No,Hombre,0,No,No,10,Si,No,Fiber optic,No,No,No,Si,Si,Si,Month-to-month,Si,Credit card (automatic),95.1,865.1,3.17
3780,5186-EJEGL,No,Hombre,0,No,No,9,Si,No,DSL,Si,No,Si,Si,Si,No,Month-to-month,Si,Mailed check,69.5,653.25,2.32
3781,5186-PEIZU,No,Mujer,0,No,No,35,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,617.65,0.64
3782,5186-SAMNZ,Si,Hombre,1,No,No,1,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Bank transfer (automatic),69.5,69.5,2.32
3783,5188-HGMLP,No,Hombre,1,Si,No,54,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,2.47
3784,5192-EBGOV,Si,Mujer,1,No,No,1,Si,Si,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,85.7,85.7,2.86
3785,5193-QLVZB,No,Hombre,0,No,No,63,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Two year,Si,Bank transfer (automatic),104.75,6536.5,3.49
3786,5195-KPUNQ,No,Mujer,1,No,No,53,Si,No,Fiber optic,Si,Si,No,Si,No,Si,One year,Si,Mailed check,96.75,5206.55,3.22
3787,5196-SGOAK,Si,Mujer,0,No,No,1,Si,No,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Electronic check,75.7,75.7,2.52
3788,5196-WPYOW,No,Hombre,0,Si,Si,67,Si,No,DSL,Si,Si,No,Si,No,No,One year,No,Mailed check,60.05,3994.05,2.0
3789,5197-LQXXH,No,Mujer,0,Si,No,71,Si,Si,DSL,No,Si,Si,Si,Si,Si,Two year,Si,Credit card (automatic),83.3,5894.5,2.78
3790,5197-PYEPU,No,Mujer,0,Si,Si,42,Si,Si,Fiber optic,Si,Si,No,No,Si,No,One year,Si,Credit card (automatic),94.45,3923.8,3.15
3791,5197-YPYBZ,No,Mujer,0,Si,Si,12,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,0.84
3792,5198-EFNBM,No,Hombre,1,Si,No,57,Si,No,Fiber optic,No,Si,Si,No,Si,No,One year,Si,Electronic check,90.65,5199.8,3.02
3793,5198-HQAEN,No,Hombre,0,Si,Si,35,Si,No,Fiber optic,No,Si,No,Si,Si,No,One year,Si,Electronic check,89.7,3165.6,2.99
3794,5199-FPUSP,No,Hombre,0,No,Si,33,No,No phone service,DSL,Si,No,No,Si,No,No,One year,No,Credit card (automatic),34.05,1113.95,1.14
3795,5201-CBWYG,No,Hombre,0,Si,Si,62,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,0.83
3796,5201-FRKKS,No,Hombre,0,No,No,25,Si,No,Fiber optic,Si,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,2.48
3797,5201-USSQZ,No,Mujer,0,Si,No,26,Si,No,Fiber optic,No,No,No,Si,No,Si,Month-to-month,No,Credit card (automatic),85.9,2196.45,2.86
3798,5202-IVJNU,Si,Mujer,0,No,Si,39,No,No phone service,DSL,No,No,Si,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,1.0
3799,5203-XEHAX,No,Mujer,0,No,No,34,Si,No,DSL,Si,Si,No,No,No,Si,One year,No,Electronic check,64.35,2053.05,2.14
3800,5204-HMGYF,No,Mujer,0,Si,Si,49,Si,No,DSL,Si,Si,Si,Si,Si,Si,One year,Si,Mailed check,87.2,4345.0,2.91
3801,5204-QZXPU,Si,Hombre,0,No,No,19,No,No phone service,DSL,No,No,Si,No,Si,No,Month-to-month,Si,Electronic check,39.65,733.35,1.32
3802,5206-HPJKM,No,Hombre,0,No,No,17,Si,No,DSL,Si,Si,No,No,No,No,Month-to-month,Si,Credit card (automatic),55.5,934.15,1.85
3803,5206-XZZQI,No,Hombre,0,No,No,53,Si,No,Fiber optic,No,Si,No,Si,No,No,Month-to-month,Si,Mailed check,80.6,4348.1,2.69
3805,5207-PLSTK,No,Hombre,0,Si,Si,1,Si,No,DSL,Si,No,No,No,No,No,Month-to-month,Si,Mailed check,48.75,48.75,1.62
3806,5208-FVQKB,No,Hombre,0,Si,No,70,Si,No,DSL,Si,Si,No,Si,No,Si,Two year,No,Mailed check,67.95,4664.15,2.26
3807,5208-HFSBT,Si,Mujer,0,No,No,2,Si,No,DSL,No,Si,No,Si,No,No,Month-to-month,Si,Credit card (automatic),55.05,102.75,1.84
3808,5213-TWWJU,No,Hombre,0,No,No,28,Si,No,Fiber optic,No,No,Si,Si,No,Si,Month-to-month,No,Electronic check,91.0,2626.15,3.03
3809,5214-CHIWJ,No,Hombre,0,No,No,27,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,0.68
3810,5214-NLTIT,No,Hombre,0,Si,Si,72,Si,Si,Fiber optic,No,No,Si,No,No,Si,Two year,Si,Credit card (automatic),90.8,6511.8,3.03
3811,5215-LNLDJ,No,Mujer,0,Si,Si,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Si,Electronic check,24.7,149.05,0.82
3812,5216-WASFJ,No,Mujer,1,Si,No,31,Si,Si,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Electronic check,84.85,2633.4,2.83
3813,5219-YIPTK,Si,Mujer,0,Si,No,33,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Month-to-month,Si,Electronic check,104.4,3409.6,3.48
3814,5220-AGAAX,No,Hombre,0,Si,Si,68,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Bank transfer (automatic),24.0,1664.3,0.8
3815,5222-IMUKT,No,Hombre,0,No,No,32,Si,No,Fiber optic,No,No,No,No,Si,Si,Month-to-month,No,Electronic check,91.05,2871.5,3.03
3816,5222-JCXZT,No,Hombre,0,No,No,4,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,0.63
3817,5223-UZAVK,No,Hombre,0,No,No,64,Si,No,Fiber optic,Si,Si,No,No,Si,Si,One year,Si,Credit card (automatic),100.3,6603.8,3.34
3818,5226-NOZFC,No,Hombre,0,No,No,26,Si,No,Fiber optic,No,Si,No,No,Si,No,Month-to-month,Si,Electronic check,85.75,2146.5,2.86
3819,5227-JSCFE,No,Hombre,1,Si,No,71,No,No phone service,DSL,Si,Si,Si,Si,No,No,Two year,No,Credit card (automatic),46.35,3353.4,1.55
3820,5228-EXCET,Si,Hombre,0,No,No,13,Si,No,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Electronic check,80.85,1008.7,2.7
3821,5229-DTFYB,No,Mujer,0,No,No,41,Si,No,Fiber optic,No,Si,No,Si,Si,Si,Two year,Si,Bank transfer (automatic),98.8,3959.15,3.29
3822,5229-PRWKT,Si,Hombre,0,No,No,8,Si,Si,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Electronic check,86.55,649.65,2.88
3823,5231-FIQPA,No,Mujer,0,No,No,41,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,19.85,810.45,0.66
3824,5232-NXPAY,No,Mujer,0,No,No,47,Si,No,DSL,No,No,Si,Si,Si,Si,Two year,No,Mailed check,74.45,3510.3,2.48
3825,5233-AOZUF,No,Mujer,0,Si,No,29,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,74.95,2149.05,2.5
3826,5233-GEEAX,Si,Hombre,1,No,No,8,No,No phone service,DSL,No,No,Si,No,No,No,Month-to-month,Si,Electronic check,29.4,221.9,0.98
3828,5236-PERKL,Si,Mujer,0,No,No,57,Si,Si,Fiber optic,Si,Si,Si,No,Si,Si,Two year,Si,Bank transfer (automatic),112.95,6465.0,3.76
3829,5236-XMZJY,No,Mujer,0,No,No,42,Si,No,DSL,Si,Si,Si,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,1.99
3830,5240-CAOYT,No,Mujer,0,No,No,57,Si,Si,Fiber optic,Si,Si,No,Si,No,No,Month-to-month,Si,Bank transfer (automatic),87.55,4884.85,2.92
3831,5240-IJOQT,Si,Hombre,1,No,No,1,Si,Si,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,74.7,74.7,2.49
3832,5242-UOWHD,No,Hombre,0,Si,Si,45,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,0.68
3834,5243-SAOTC,No,Hombre,0,No,No,54,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Bank transfer (automatic),79.85,4308.25,2.66
3835,5244-IRFIH,Si,Hombre,1,Si,No,33,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,94.5,3105.55,3.15
3836,5245-VDBUR,No,Mujer,0,Si,No,52,No,No phone service,DSL,Si,No,Si,No,No,No,One year,No,Mailed check,35.45,1958.95,1.18
3837,5248-KWLAR,No,Hombre,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Two year,No,Electronic check,90.35,6325.25,3.01
3838,5248-RPYWW,No,Mujer,1,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),90.15,6716.45,3.01
3839,5248-YGIJN,No,Hombre,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Credit card (automatic),90.25,6369.45,3.01
3840,5249-QYHEX,No,Mujer,0,Si,Si,40,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,24.8,1024.7,0.83
3841,5256-SKJGO,No,Mujer,0,Si,Si,64,No,No phone service,DSL,No,Si,No,Si,Si,Si,Two year,Si,Electronic check,54.6,3423.5,1.82
3842,5260-UMPWX,No,Mujer,0,Si,Si,26,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Credit card (automatic),20.25,493.95,0.68
3843,5261-QSHQM,Si,Mujer,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Si,Electronic check,24.45,86.6,0.82
3845,5266-PFRQK,No,Hombre,0,Si,Si,52,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Si,Credit card (automatic),20.85,1071.6,0.7
3846,5268-DSMNQ,No,Mujer,1,Si,No,62,Si,Si,Fiber optic,No,Si,Si,No,Si,No,One year,Si,Credit card (automatic),97.95,5936.55,3.26
3847,5269-NRGDP,No,Hombre,0,Si,Si,42,Si,No,DSL,No,No,Si,Si,Si,Si,One year,No,Electronic check,73.15,3088.25,2.44
3848,5271-DBYSJ,No,Hombre,1,No,No,11,Si,No,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Credit card (automatic),79.15,827.7,2.64
3849,5271-YNWVR,Si,Hombre,0,Si,Si,68,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,Si,Electronic check,113.15,7856.0,3.77
3850,5274-XHAKY,No,Mujer,0,Si,Si,41,Si,Si,Fiber optic,Si,Si,No,No,Si,No,Month-to-month,Si,Bank transfer (automatic),94.3,3893.6,3.14
3851,5275-PMFUT,No,Hombre,0,Si,Si,72,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Credit card (automatic),64.8,4719.75,2.16
3852,5275-SQEIZ,Si,Hombre,0,No,No,1,Si,No,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Mailed check,80.85,80.85,2.7
3853,5276-KQWHG,Si,Mujer,1,No,No,2,Si,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Si,Electronic check,69.6,131.65,2.32
3854,5277-ZLOOR,Si,Mujer,1,No,No,2,Si,Si,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Electronic check,85.55,187.45,2.85
3855,5278-PNYOX,No,Mujer,0,No,No,49,Si,No,Fiber optic,No,No,Si,Si,Si,Si,Two year,No,Credit card (automatic),100.65,4917.75,3.36
3856,5281-BUZGT,Si,Hombre,1,No,No,36,Si,Si,Fiber optic,Si,No,No,No,Si,No,Month-to-month,Si,Electronic check,90.85,3186.7,3.03
3857,5285-MVEHD,No,Mujer,0,Si,No,56,Si,No,Fiber optic,Si,Si,Si,No,Si,Si,One year,Si,Credit card (automatic),105.6,6068.65,3.52
3859,5286-YHCVC,No,Hombre,0,Si,No,72,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Two year,Si,Bank transfer (automatic),104.8,7470.1,3.49
3860,5287-QWLKY,Si,Hombre,1,Si,Si,71,Si,Si,Fiber optic,Si,Si,No,No,Si,Si,Month-to-month,Si,Credit card (automatic),105.1,7548.1,3.5
3861,5288-AHOUP,No,Hombre,1,No,No,11,Si,No,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Electronic check,78.5,874.2,2.62
3862,5293-WXJAK,Si,Mujer,1,Si,No,11,Si,Si,Fiber optic,No,No,Si,Si,Si,Si,Month-to-month,Si,Bank transfer (automatic),104.05,1133.65,3.47
3863,5294-CDGWY,Si,Hombre,0,Si,Si,51,No,No phone service,DSL,Si,Si,Si,No,Si,Si,One year,No,Electronic check,59.3,3014.65,1.98
3864,5294-DMSFH,No,Mujer,0,Si,Si,29,Si,No,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Credit card (automatic),87.8,2621.75,2.93
3865,5294-IMHHT,No,Hombre,0,Si,No,53,Si,Si,Fiber optic,No,Si,No,Si,No,Si,One year,No,Bank transfer (automatic),97.75,5043.2,3.26
3866,5295-PCJOO,Si,Hombre,0,No,Si,4,Si,No,DSL,Si,No,No,No,No,No,Month-to-month,Si,Electronic check,49.4,184.4,1.65
3867,5296-BFCYD,No,Hombre,0,Si,Si,46,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Mailed check,20.1,936.85,0.67
3868,5296-PSYVW,No,Mujer,0,Si,No,72,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,0.82
3869,5297-MDOIR,No,Mujer,0,Si,No,63,Si,No,Fiber optic,Si,No,Si,No,No,No,One year,Si,Credit card (automatic),81.15,5224.5,2.7
3870,5298-GSTLM,No,Mujer,1,No,No,60,Si,Si,Fiber optic,Si,No,No,No,Si,Si,One year,Si,Bank transfer (automatic),101.4,6176.6,3.38
3871,5299-RULOA,Si,Mujer,0,Si,Si,10,Si,Si,Fiber optic,Si,No,No,No,Si,Si,Month-to-month,Si,Electronic check,100.25,1064.65,3.34
3872,5299-SJCZT,Si,Hombre,0,No,No,3,Si,Si,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,Si,Bank transfer (automatic),101.55,298.35,3.38
3873,5301-GAUUY,Si,Hombre,0,No,No,32,Si,Si,Fiber optic,No,Si,No,No,No,No,Month-to-month,Si,Bank transfer (automatic),80.35,2596.15,2.68
3874,5302-BDJNT,No,Hombre,0,No,No,35,Si,Si,Fiber optic,No,No,Si,Si,Si,No,Month-to-month,No,Electronic check,95.5,3418.2,3.18
3875,5304-EFJLP,No,Hombre,1,Si,No,72,Si,Si,Fiber optic,No,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),111.65,8022.85,3.72
3876,5306-BVTKJ,No,Hombre,0,Si,Si,48,Si,No,DSL,No,Si,Si,No,No,No,One year,Si,Credit card (automatic),55.8,2651.2,1.86
3877,5307-DZCVC,Si,Mujer,1,Si,No,32,Si,Si,Fiber optic,No,No,No,No,Si,No,Month-to-month,Si,Credit card (automatic),85.95,2628.6,2.86
3878,5307-UVGNB,No,Mujer,0,Si,Si,53,No,No phone service,DSL,Si,Si,Si,No,No,Si,Month-to-month,Si,Bank transfer (automatic),48.7,2495.2,1.62
3879,5309-TAIKL,No,Mujer,0,No,No,7,Si,No,DSL,No,No,Si,Si,No,Si,Month-to-month,No,Bank transfer (automatic),62.8,418.3,2.09
3880,5310-NOOVA,No,Hombre,0,No,No,46,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.95,907.05,0.66
3881,5311-IHLEI,No,Hombre,0,No,No,12,No,No phone service,DSL,Si,Si,No,Si,Si,No,Month-to-month,Si,Bank transfer (automatic),50.95,605.75,1.7
3882,5312-IRCFR,No,Mujer,0,Si,Si,64,Si,Si,Fiber optic,No,Si,Si,No,No,Si,One year,Si,Electronic check,92.85,5980.75,3.1
3883,5312-TSZVC,No,Mujer,0,No,Si,15,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,0.65
3884,5312-UXESG,No,Mujer,0,No,No,41,Si,Si,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,3.27
3885,5313-FPXWG,No,Hombre,0,No,No,51,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Si,Bank transfer (automatic),24.6,1266.4,0.82
3886,5315-CKEQK,No,Hombre,1,Si,Si,28,Si,Si,DSL,No,No,No,No,No,No,One year,Si,Electronic check,51.0,1381.8,1.7
3887,5317-FLPJF,No,Mujer,0,No,No,66,No,No phone service,DSL,Si,No,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),61.35,4193.4,2.04
3888,5318-IXUZF,Si,Mujer,0,No,No,2,Si,No,Fiber optic,No,Si,No,No,Si,No,Month-to-month,Si,Bank transfer (automatic),87.15,183.75,2.9
3889,5318-YKDPV,No,Hombre,0,Si,Si,43,Si,No,DSL,Si,No,Si,Si,Si,Si,Two year,Si,Credit card (automatic),79.15,3566.6,2.64
3890,5320-BRKGK,No,Mujer,0,Si,Si,58,Si,Si,DSL,Si,No,Si,Si,Si,No,Two year,No,Mailed check,75.8,4415.75,2.53
3891,5321-NTRKC,No,Hombre,0,Si,Si,66,Si,Si,DSL,No,Si,Si,No,Si,Si,Two year,No,Bank transfer (automatic),79.85,5234.95,2.66
3892,5322-TEUJK,No,Mujer,0,Si,Si,71,Si,Si,Fiber optic,Si,Si,Si,Si,Si,Si,Two year,No,Bank transfer (automatic),114.6,8100.25,3.82
3893,5322-ZSMZY,No,Hombre,0,Si,Si,31,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,755.6,0.86
3894,5324-KTGCG,No,Hombre,0,Si,No,71,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,0.7
3895,5325-UWTWJ,No,Hombre,0,Si,No,31,Si,Si,Fiber optic,Si,Si,No,Si,No,No,Month-to-month,Si,Credit card (automatic),90.55,2929.75,3.02
3896,5327-CNLUQ,No,Hombre,0,Si,No,48,Si,Si,Fiber optic,Si,Si,Si,No,Si,No,Two year,Si,Bank transfer (automatic),96.9,4473.45,3.23
3897,5327-XOKKY,No,Hombre,1,Si,No,72,Si,Si,DSL,No,No,Si,No,Si,Si,Two year,Si,Credit card (automatic),73.45,5329.0,2.45
3898,5329-KRDTM,No,Hombre,1,Si,No,72,Si,Si,DSL,No,Si,Si,Si,Si,No,Two year,No,Credit card (automatic),77.35,5396.25,2.58
3899,5331-RGMTT,No,Hombre,1,Si,No,54,Si,Si,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,Si,Credit card (automatic),99.05,5295.7,3.3
3901,5334-AFQJB,No,Hombre,1,No,No,72,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Credit card (automatic),25.1,1789.9,0.84
3902,5334-JLAXU,No,Mujer,0,Si,No,60,Si,Si,Fiber optic,Si,Si,No,No,No,Si,Month-to-month,Si,Credit card (automatic),94.1,5475.9,3.14
3903,5336-UFNZP,No,Mujer,1,Si,Si,65,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,One year,Si,Electronic check,107.45,7047.5,3.58
3904,5337-IIWKZ,No,Hombre,0,Si,Si,34,No,No phone service,DSL,No,No,Si,Si,Si,No,Month-to-month,Si,Electronic check,44.85,1442.6,1.5
3905,5338-YHWYT,No,Hombre,0,No,Si,37,Si,No,DSL,Si,Si,No,Si,No,No,Two year,No,Credit card (automatic),61.45,2302.35,2.05
3906,5339-PXDVH,No,Hombre,0,No,No,4,Si,Si,Fiber optic,Si,No,No,No,Si,No,Month-to-month,No,Electronic check,90.65,367.95,3.02
3907,5339-TJFEK,No,Hombre,0,Si,Si,62,Si,Si,Fiber optic,Si,Si,No,No,Si,Si,Month-to-month,Si,Electronic check,105.5,6487.2,3.52
3908,5343-SGUBI,No,Mujer,0,No,No,52,Si,Si,Fiber optic,No,Si,No,No,No,No,One year,Si,Mailed check,80.2,4297.6,2.67
3909,5345-BMKWB,No,Hombre,0,Si,No,8,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,0.68
3910,5346-BZCHP,No,Mujer,0,Si,Si,69,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,1346.2,0.65
3911,5348-CAGXB,No,Hombre,0,No,No,12,Si,Si,Fiber optic,No,No,Si,No,Si,No,Month-to-month,Si,Electronic check,89.55,1021.75,2.98
3912,5349-AZPEW,No,Mujer,0,Si,Si,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,0.84
3913,5349-IECLD,Si,Hombre,0,No,No,2,Si,No,Fiber optic,No,No,Si,No,Si,Si,Month-to-month,No,Electronic check,94.95,178.1,3.16
3914,5351-QESIO,No,Hombre,0,No,Si,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,24.2,0.81
3915,5353-WILCI,No,Mujer,0,No,No,28,Si,No,DSL,Si,Si,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,1.87
3916,5356-CSVSQ,No,Mujer,0,No,No,3,Si,Si,DSL,No,No,No,Si,Si,No,Month-to-month,No,Electronic check,64.6,174.2,2.15
3917,5356-KZCKT,No,Hombre,0,No,No,58,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Si,Credit card (automatic),24.45,1513.6,0.82
3918,5356-RHIPP,Si,Hombre,0,No,No,1,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Si,Mailed check,20.2,20.2,0.67
3919,5357-TZHPP,Si,Hombre,1,No,No,9,Si,Si,Fiber optic,No,No,No,No,No,Si,Month-to-month,Si,Credit card (automatic),84.4,732.5,2.81
3920,5360-LJCNJ,No,Mujer,0,Si,No,71,Si,Si,Fiber optic,No,Si,Si,No,Si,Si,Two year,Si,Bank transfer (automatic),105.15,7555.0,3.51
3921,5360-XGYAZ,No,Hombre,0,Si,Si,72,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Two year,Si,Bank transfer (automatic),65.65,4664.5,2.19
3922,5364-EVNIB,Si,Hombre,0,No,No,13,Si,No,Fiber optic,No,Si,Si,No,No,No,Month-to-month,Si,Electronic check,79.8,973.45,2.66
3923,5364-XYIRR,Si,Hombre,0,Si,No,51,Si,Si,Fiber optic,No,No,No,No,Si,Si,Month-to-month,Si,Electronic check,94.65,4812.75,3.16
3925,5365-LLFYV,No,Mujer,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Month-to-month,Si,Mailed check,45.85,105.6,1.53
3926,5366-IJEQJ,Si,Hombre,0,No,No,20,Si,Si,Fiber optic,No,No,Si,No,Si,No,Month-to-month,Si,Electronic check,88.7,1761.45,2.96
3927,5366-OBVMR,No,Mujer,0,Si,No,18,Si,No,DSL,No,No,No,Si,No,No,Month-to-month,Si,Mailed check,50.3,908.75,1.68
3928,5370-IIVVL,No,Hombre,0,No,No,37,Si,Si,Fiber optic,No,Si,No,Si,Si,Si,One year,Si,Credit card (automatic),104.5,3778.0,3.48
3929,5371-VYLSX,No,Mujer,1,No,No,50,Si,Si,Fiber optic,Si,Si,No,No,No,No,Month-to-month,Si,Electronic check,83.4,4113.7,2.78
3930,5372-FBKBN,No,Mujer,0,No,Si,21,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,0.69
